职位名字,公司名字,公司类型,薪资,地区,工作年限,发布日期,福利,经验,学历,所属行业
Java大数据开发工程师G00325,迈克生物股份有限公司,上市公司,0.9-1.5万/月,成都-高新区,3,2021-10-25 10:07:26,五险一金 餐饮补贴 专业培训 年终奖金 定期体检 免费班车 补充医疗保险,1年经验,本科,医疗设备/器械
大数据开发工程师,成都国铁电气设备有限公司,民营公司,1.2-2.2万/月,成都-双流区,5,2021-10-25 09:59:28,五险一金 年终奖金 绩效奖金 定期体检 节日福利 专业培训 带薪假 全勤奖 年度旅游 专项奖金,3-4年经验,硕士,电子技术/半导体/集成电路
大数据开发工程师,四川明亚智行信息科技有限公司,民营公司,1.2-1.6万/月,成都-武侯区,5,2021-10-25 09:51:58,带薪年假 周末双休 岗位晋升 五险一金 补充公积金 补充医疗保险 餐饮补贴 交通补贴 绩效奖金,3-4年经验,本科,计算机软件
大数据开发工程师（成都）,北京宇信科技集团股份有限公司广州分公司,上市公司,1-1.5万/月,成都-青羊区,5,2021-10-25 09:39:17,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 专业培训 定期体检 绩效奖金 股票期权 项目奖金,3-4年经验,本科,计算机软件
大数据开发工程师,中国软件与技术服务股份有限公司,上市公司,0.8-1.5万/月,成都-高新区,4,2021-10-25 09:27:39,,2年经验,本科,计算机软件
大数据ETL开发工程师,北明软件有限公司,上市公司,1-2万/月,成都-武侯区,6,2021-10-25 09:00:01,五险一金 补充医疗保险 补充公积金 餐饮补贴 定期体检 年终奖金,5-7年经验,本科,计算机软件
26699-智慧零售大数据开发工程师（成都）,深圳市腾讯计算机系统有限公司,民营公司,,成都,5,2021-10-25 07:03:42,,3-4年经验,本科,互联网/电子商务
大数据开发工程师,四川省唯品富邦消费金融(筹),民营公司,,成都,5,2021-10-24 10:00:01,,3-4年经验,本科,金融/投资/证券
大数据开发工程师,新希望六和股份有限公司,上市公司,1.5-2.5万/月,成都,5,2021-10-24 09:19:52,,3-4年经验,本科,农/林/牧/渔
PACK大数据开发主管工程师(003607),威马汽车科技集团有限公司,民营公司,1-2万/月,成都-龙泉驿区,5,2021-10-22 14:00:01,五险一金 补充医疗保险 年终奖金 定期体检,3-4年经验,本科,汽车
大数据开发工程师（偏实时计算）,云南南天电子信息产业股份有限公司成都分公司,上市公司,1-1.5万/月,成都-高新区,5,2021-10-22 10:55:30,,3-4年经验,本科,银行
大数据开发工程师,中国石油天然气管道工程有限公司,国企,1-2.5万/月,成都,3,2021-10-22 04:02:21,五险一金 补充公积金 交通补贴 餐饮补贴 绩效奖金 年终奖金 专业培训 出国机会 定期体检,1年经验,本科,石油/化工/矿产/地质
大数据开发工程师,中国电科第二十九研究所-中星世通公司,国企,10-15万/年,成都-青羊区,4,2021-10-20 15:43:15,五险一金 补充医疗保险 餐饮补贴 绩效奖金 年终奖金 定期体检,2年经验,本科,电子技术/半导体/集成电路
大数据开发工程师,贵州海康交通大数据有限公司,民营公司,1.2-2万/月,成都-天府新区,5,2021-10-20 15:08:28,,3-4年经验,本科,互联网/电子商务
大数据开发工程师,成都诚骏科技有限公司,民营公司,1-1.5万/月,成都-龙泉驿区,5,2021-10-20 11:50:49,五险一金 补充公积金 员工旅游 通讯补贴 专业培训 绩效奖金 年终奖金 股票期权 弹性工作 餐饮补贴,3-4年经验,本科,计算机软件
大数据开发工程师,音泰思计算机技术（成都）有限公司,合资,1.3-2万/月,成都,6,2021-10-20 09:41:34,周末双休 五险一金,5-7年经验,本科,计算机软件
大数据开发工程师,蓝海（福建）信息科技有限公司,民营公司,1.5-3万/月,成都-高新区,6,2021-10-19 10:00:01,五险一金 员工旅游 年终奖金 绩效奖金,5-7年经验,本科,计算机软件
大数据开发工程师,成都塔斯克信息技术有限公司,民营公司,1-1.5万/月,成都-高新区,5,2021-10-19 09:53:55,,3-4年经验,本科,计算机软件
Java开发工程师（大数据技术部）,四川久远银海软件股份有限公司,上市公司,0.8-1.6万/月,成都-锦江区,3,2021-10-18 11:05:35,五险一金 定期体检 每年调薪 节日福利 周末双休 带薪年假 加班补助,1年经验,本科,计算机软件
中级开发工程师（大数据）,民航成都信息技术有限公司,国企,15-20万/年,成都-武侯区,6,2021-10-17 14:00:01,补充医疗保险 免费班车 交通补贴 餐饮补贴 专业培训 年终奖金 绩效奖金 定期体检 七险一金,5-7年经验,本科,计算机软件
大数据开发工程师（ETL）,四川铁骑力士实业有限公司成都分公司（集团总部）,民营公司,1-1.5万/月,成都,4,2021-10-15 16:00:01,绩效奖金 专业培训 餐饮补贴 包吃 节日福利 定期团建 重大项目,2年经验,大专,农/林/牧/渔
大数据开发工程师,成都迈思信息技术有限公司,民营公司,1.5-2万/月,成都-锦江区,5,2021-10-15 14:33:13,五险一金 通讯补贴 周末双休,3-4年经验,大专,计算机软件
大数据开发工程师,成都卓影科技股份有限公司,民营公司,1-1.5万/月,成都-高新区,4,2021-10-13 10:31:46,五险一金 绩效奖金 通讯补贴 餐饮补贴 年终奖金,2年经验,本科,计算机软件
大数据平台开发工程师,深圳巴伦如梭网络有限公司成都分公司,民营公司,1.3-3万/月,成都-高新区,6,2021-10-13 09:23:01,五险一金 员工旅游 餐饮补贴 绩效奖金 年终奖金 股票期权 定期体检,5-7年经验,本科,计算机软件
大数据开发工程师,万达信息股份有限公司,上市公司,1-2万/月,成都-双流区,5,2021-10-12 09:52:27,五险一金 定期体检 年终奖金 补充医疗保险,3-4年经验,本科,计算机软件
大数据开发工程师（安全方向）,华信咨询设计研究院有限公司,国企,1.5-2.5万/月,成都,5,2021-10-08 10:52:02,五险一金 绩效奖金 年终奖金 交通补贴 通讯补贴 弹性工作 定期体检 加班补贴 节日福利,3-4年经验,本科,通信/电信/网络设备
大数据开发工程师,重庆软维科技有限公司,民营公司,0.8-1.2万/月,成都-武侯区,5,2021-10-03 09:00:01,五险一金 年终奖金 定期体检,3-4年经验,本科,计算机软件
科伦总部-大数据开发工程师G03061,四川科伦药业股份有限公司,民营公司,1-1.5万/月,成都,5,2021-10-02 17:00:01,五险一金 定期体检 绩效奖金,3-4年经验,本科,制药/生物工程
大数据开发工程师,成都亿嘉联创科技有限公司,民营公司,1-2万/月,成都-高新区,5,2021-09-30 22:00:01,五险一金 通讯补贴 餐饮补贴 弹性工作 绩效奖金 员工旅游 交通补贴 年终奖金 定期体检 节日福利,3-4年经验,本科,计算机软件
大数据开发工程师(006772),奇安信集团,民营公司,1.8-3.5万/月,成都-武侯区,5,2021-09-30 14:00:01,,3-4年经验,本科,互联网/电子商务
大数据开发工程师,中国电子科技网络信息安全有限公司,国企,1.5-2万/月,成都,5,2021-09-29 17:05:17,五险一金 免费班车 餐饮补贴 绩效奖金 定期体检,3-4年经验,本科,学术/科研
大数据开发工程师,成都卓远信息技术有限公司,民营公司,1.5-2万/月,成都-高新区,5,2021-09-29 14:09:53,五险一金 年终奖金 餐饮补贴 股票期权,3-4年经验,本科,计算机软件
大数据开发工程师,成都平凡谷科技有限公司,民营公司,0.8-1.3万/月,成都-高新区,4,2021-09-27 16:00:01,六险 生日福利 节假日福利 年终奖金 晋升空间大 团建活动,2年经验,本科,互联网/电子商务
大数据开发工程师,宏利金融全球服务中心,外资（欧美）,1.5-2.5万/月,成都,6,2021-09-26 16:39:56,五险一金 员工旅游 交通补贴 餐饮补贴 专业培训 绩效奖金 年终奖金 定期体检 周末双休,5-7年经验,本科,金融/投资/证券
Java高级开发工程师（大数据方向）,现代金融控股（成都）有限公司,民营公司,1.4-2万/月,成都-锦江区,6,2021-09-22 13:28:53,带薪年假 五险一金 全勤奖 节日福利 交通补贴 餐饮补贴 加班补贴 周末双休,5-7年经验,本科,多元化业务集团公司
大数据开发工程师/大数据工程师（工程事业部）,中国铁道科学研究院电子计算技术研究所,国企,1-2万/月,成都-武侯区,5,2021-09-17 17:32:57,五险一金 年终奖金 定期体检 带薪年假,3-4年经验,本科,计算机软件
大数据开发工程师,倍施特科技股份有限公司,民营公司,1.8-2.5万/月,成都,6,2021-09-17 10:48:11,补充医疗保险 交通补贴 专业培训 绩效奖金 年终奖金 定期体检 六险一金,5-7年经验,大专,互联网/电子商务
大数据开发工程师,中电万维信息技术有限责任公司,国企,0.7-1.4万/月,成都-高新区,3,2021-09-02 18:26:16,五险一金 专业培训 年终奖金 防暑费 通讯补贴 餐饮补贴 带薪年假 补充医疗保险 绩效奖金 定期体检,1年经验,本科,计算机软件
大数据开发工程师(J10306),成都数联铭品科技有限公司,民营公司,6-8千/月,成都-高新区,3,2021-09-01 13:51:06,五险一金 餐饮补贴 交通补贴 通讯补贴 弹性工作 周末双休 带薪年假 节日福利 加班补贴,1年经验,大专,计算机服务(系统、数据服务、维修)
大数据算法工程师,成都思腾数联信息技术有限公司,外资（欧美）,1.5-2.5万/月,成都-高新区,6,2021-10-26 11:59:19,五险一金 补充公积金 绩效奖金 交通补贴 餐饮补贴 弹性工作 年终奖金 通讯补贴,5-7年经验,本科,计算机软件
大数据高级工程师,民航成都电子技术有限责任公司,国企,15-25万/年,成都-武侯区,10,2021-10-26 11:17:15,弹性工作 餐饮补贴 交通补贴 免费班车 年终奖金 绩效奖金 定期体检 专业培训 各类社保 节日福利,无需经验,本科,电子技术/半导体/集成电路
高级Hadoop开发工程师,上海柯林布瑞信息技术有限公司,民营公司,1.5-2.5万/月,成都-武侯区,5,2021-10-26 11:17:31,五险一金 员工旅游 年终奖金 绩效奖金 专业培训 餐饮补贴 弹性工作 定期体检,3-4年经验,本科,计算机软件
大数据研发工程师（实习生）,成都京成北智能科技有限责任公司,民营公司,4.5-6千/月,成都-高新区,10,2021-10-26 10:22:11,五险一金 绩效奖金 餐饮补贴 弹性工作 年终奖金 周末双休,无需经验,招若干人,计算机软件
物联网工程实习生,成都鲲摇物联网有限责任公司,民营公司,6-8千/月,成都-武侯区,10,2021-10-26 10:21:12,五险一金 补充公积金 员工旅游 出国机会 定期体检 弹性工作 专业培训 绩效奖金 年终奖金 补充医疗保险,无需经验,初中及以下,互联网/电子商务
大数据工程师,深圳市瑞驰信息技术有限公司,民营公司,1.5-2万/月,成都-高新区,5,2021-10-26 09:58:39,五险一金 绩效奖金 年终奖金 股票期权 一年两次调薪 下午茶 月度活动,3-4年经验,本科,计算机软件
大数据架构师,倍智智能数据运营有限公司,国企,2-2.5万/月,成都-高新区,7,2021-10-26 09:52:14,五险一金 交通补贴 餐饮补贴 绩效奖金 年终奖金 通讯补贴 定期体检,8-9年经验,本科,计算机软件
数据中台开发工程师,广州慧扬健康科技有限公司,民营公司,2-2.5万/月,成都-高新区,5,2021-10-26 09:43:51,五险一金 补充医疗保险 年终奖金 绩效奖金 高学历团队 有机午餐晚餐 创业公司 节日福利,3-4年经验,本科,计算机软件
流式大数据处理研发工程师,电信科学技术第五研究所有限公司,国企,1-1.2万/月,成都-锦江区,4,2021-10-26 09:41:53,五险两金 绩效奖金 年终奖金 补充医疗保险 餐饮补贴 每年多次调薪 节日福利 试用期全额 全额公积金 三甲医院体检,2年经验,本科,通信/电信/网络设备
大数据工程师,清能艾科（深圳）能源技术有限公司,创业公司,1-1.8万/月,深圳,4,2021-10-26 09:33:18,五险一金 周末双休 年终奖金 绩效奖金 发展空间大 福利待遇优,2年经验,本科,石油/化工/矿产/地质
后端开发工程师,西安万兴服务外包有限责任公司,民营公司,1-1.8万/月,成都-武侯区,3,2021-10-26 09:32:03,定期体检 带薪年假 专业培训 绩效奖金 员工旅游 做五休二 免费班车 周末双休 五险一金,1年经验,本科,外包服务
大数据工程师,江苏网进科技股份有限公司,上市公司,1-2万/月,成都,5,2021-10-26 09:22:43,五险一金 员工旅游 专业培训 年终奖金 定期体检,3-4年经验,硕士,计算机软件
后端研发工程师（数据方向）,四川文轩在线电子商务有限公司,国企,0.7-1.3万/月,成都-金牛区,4,2021-10-26 09:21:25,五险一金 餐饮补贴 定期体检 年终奖金 绩效奖金 通讯补贴 做五休二,2年经验,本科,互联网/电子商务
100强通讯公司#大数据高级工程师#,万宝盛华企业管理咨询（上海）有限公司,上市公司,1.2-2万/月,成都-郫都区,4,2021-10-26 09:15:24,,2年经验,本科,计算机软件
目标大数据高级研发工程师,成都明途科技有限公司,民营公司,1-1.6万/月,成都-双流区,6,2021-10-26 09:03:37,通讯补贴 交通补贴 定期体检 五险一金 弹性工作,5-7年经验,本科,计算机软件
大数据架构师,成都天晟云信息技术有限公司,民营公司,2.5-3万/月,成都-高新区,8,2021-10-26 07:26:51,五险一金 弹性工作 员工旅游 绩效奖金 年终奖金,10年以上经验,本科,计算机软件
大数据研发工程师,字节跳动,民营公司,2-4万/月,成都,10,2021-10-26 01:33:30,下午茶 健身瑜伽 六险一金 五险一金 股票期权 团队氛围好 晋升空间大 带薪休假 扁平管理 用户过亿,无需经验,本科,互联网/电子商务
个性化推荐算法资深工程师/专家--4117,爱奇艺（www.iqiyi.com）,合资,3-5万/月,成都-高新区,10,2021-10-25 23:50:23,,无需经验,招1人,互联网/电子商务
数据开发工程师,苏州正载信息技术有限公司,创业公司,1-1.5万/月,成都-金牛区,4,2021-10-25 15:23:31,五险一金 定期体检 绩效奖金 年终奖金 节日福利,2年经验,本科,计算机软件
大数据平台开发,杭州东信北邮信息技术有限公司,民营公司,0.8-1.2万/月,成都-武侯区,3,2021-10-25 14:16:38,,1年经验,大专,计算机软件
数据开发岗,北京四方融创科技有限公司,上市公司,1.5-2万/月,成都-武侯区,5,2021-10-25 14:11:35,,3-4年经验,本科,计算机软件
数据开发工程师,成都不问科技有限公司,民营公司,1-1.5万/月,成都-高新区,4,2021-10-25 13:11:57,五险一金 专业培训 弹性工作 年终奖金 绩效奖金 定期体检 节日问候,2年经验,本科,计算机软件
数据开发工程师,成都苑东生物制药股份有限公司,民营公司,0.8-1.2万/月,成都,5,2021-10-25 11:22:56,五险一金 补充医疗保险 定期体检 通讯补贴 免费班车 交通补贴,3-4年经验,本科,制药/生物工程
软件工程师(4-4.5K+社保+提供员工宿舍、午餐),四川成榕信息技术有限公司,民营公司,3-4.5千/月,成都-武侯区,5,2021-10-25 09:35:57,,3-4年经验,大专,仪器仪表/工业自动化
Python算法工程师,成都星云智联科技有限公司,国企,1-1.6万/月,成都-金牛区,5,2021-10-25 09:09:25,五险一金 专业培训 绩效奖金 年终奖金 定期体检,3-4年经验,大专,计算机软件
大数据挖掘工程师,成都智慧城市信息技术有限公司,国企,2-2.5万/月,成都-高新区,6,2021-10-25 09:03:59,,5-7年经验,本科,互联网/电子商务
大数据架构师,成都迈瑞企业管理咨询有限公司,民营公司,2-3.5万/月,成都-高新区,6,2021-10-25 09:00:49,五险一金 年终奖金,5-7年经验,本科,计算机软件
报表开发工程师,成都协创互联信息科技有限公司,民营公司,6-8千/月,成都-高新区,4,2021-10-24 23:30:48,,2年经验,大专,计算机软件
数据工程师,四川亿联科技有限公司,民营公司,0.8-1.5万/月,成都,5,2021-10-24 16:22:01,五险一金 周末双休 出差补贴,3-4年经验,本科,计算机服务(系统、数据服务、维修)
研发工程师（大数据方向）,成都深思科技有限公司,国企,1.2-2.4万/月,成都-双流区,5,2021-10-24 11:00:01,五险一金 补充医疗保险 交通补贴 餐饮补贴 绩效奖金 年终奖金 弹性工作 定期体检,3-4年经验,本科,计算机软件
大数据工程师(J10142),中建西部建设股份有限公司,国企,1.2-2.5万/月,成都-双流区,5,2021-10-22 16:41:51,,3-4年经验,本科,建筑/建材/工程
数据库开发工程师,成都和致联科技有限公司,民营公司,0.9-1.5万/月,成都-高新区,4,2021-10-26 13:45:27,周末双休 法定节假日 节日福利 五险一金,2年经验,大专,批发/零售
大数据工程师,北京融数易雨科技有限公司,民营公司,1-2万/月,成都,3,2021-10-22 14:00:36,,1年经验,本科,计算机软件
数据产品架构师,四川鱼鳞图信息技术股份有限公司,民营公司,1.8-2.5万/月,成都-金牛区,6,2021-10-22 09:32:25,,5-7年经验,本科,计算机软件
大数据工程师,成都萌想科技有限责任公司,民营公司,1.2-1.7万/月,成都-高新区,5,2021-10-21 13:53:24,扁平管理 弹性工作 周末双休 团建 五险一金,3-4年经验,本科,互联网/电子商务
数据挖掘工程师,成都艾斯工程机械有限公司,民营公司,0.7-1.5万/月,成都-高新区,3,2021-10-21 08:48:40,弹性工作 带薪年假 五险一金 定期体检 员工旅游,1年经验,本科,贸易/进出口
数据挖掘工程师,昆明霸王茶姬餐饮管理有限公司,民营公司,1-1.5万/月,成都,5,2021-10-20 17:58:24,,3-4年经验,本科,餐饮业
数据开发工程师,信必优(深圳)信息技术有限公司,外资（欧美）,1-1.2万/月,成都-高新区,4,2021-10-20 08:57:41,五险一金 带薪年假 补充医疗保险 定期体检 定期团建 节日福利,2年经验,本科,计算机软件
大数据工程师,北京科蓝软件系统股份有限公司,上市公司,1.1-1.5万/月,成都-锦江区,4,2021-10-19 16:00:03,,2年经验,本科,计算机软件
物联网应用开发高级工程师,成都维拓寰宇信息科技有限公司,民营公司,20-30万/年,成都-高新区,6,2021-10-19 09:12:41,,5-7年经验,本科,计算机服务(系统、数据服务、维修)
大数据产品工程师,上海直真君智科技有限公司,民营公司,1.5-2万/月,成都-青羊区,6,2021-10-18 15:00:01,,5-7年经验,本科,计算机软件
数据开发工程师（成都）,上海华讯网络系统有限公司,国企,0.7-1.5万/月,成都-锦江区,4,2021-10-18 10:48:33,五险一金 补充医疗保险 补充公积金 交通补贴 通讯补贴 年终奖金 定期体检,2年经验,本科,计算机服务(系统、数据服务、维修)
软件开发工程师,纬创资通（成都）有限公司,外资（非欧美）,6-8千/月,成都-双流区,10,2021-10-17 14:00:01,五险一金 专业培训 绩效奖金 年终奖金 补充医疗保险 加班费 员工宿舍 员工餐厅,无需经验,本科,电子技术/半导体/集成电路
大数据系统架构师（云巅）,成都佳发安泰教育科技股份有限公司,上市公司,2-3万/月,成都-武侯区,6,2021-10-14 13:22:43,五险一金 绩效奖金 年终奖金 定期体检 弹性工作 专业培训 员工旅游 股票期权 周末双休,5-7年经验,本科,计算机软件
大数据中台架构师,四川神鸟世纪科技有限公司,民营公司,2-3万/月,成都-金牛区,6,2021-10-13 17:25:33,五险一金 绩效奖金 年终奖金 专业培训 定期体检 带薪年假 包吃 股票期权,5-7年经验,本科,互联网/电子商务
大数据工程师,华润雪花啤酒,国企,1.5-2万/月,成都-高新区,6,2021-10-12 15:47:58,五险一金 交通补贴 餐饮补贴 通讯补贴 年终奖金 定期体检,5-7年经验,本科,快速消费品(食品、饮料、化妆品)
大数据架构师,成都积微物联集团股份有限公司,国企,2-3万/月,成都-金牛区,7,2021-10-09 09:14:16,绩效奖金 节日福利 周末双休 带薪年假 年度福利体检 五险一金 专业培训 工作餐 年终奖金 生日礼金,8-9年经验,本科,交通/运输/物流
大数据Java开发,中电金信软件有限公司,国企,1.5-1.8万/月,成都-高新区,5,2021-10-03 19:00:01,转正机会 轻松 愉悦,3-4年经验,大专,计算机软件
大数据工程师,四川虹信软件股份有限公司,国企,1.5-2万/月,成都-高新区,5,2021-09-30 14:40:24,五险一金 年终奖金 通讯补贴 定期体检 节日福利 带薪年假 补充医疗保险,3-4年经验,本科,计算机软件
大数据安全工程师,博瑞得科技有限公司,民营公司,1-2万/月,成都-高新区,5,2021-09-28 14:10:09,绩效奖金 五险一金 定期体检 专业培训,3-4年经验,本科,通信/电信运营、增值服务
遥感数据建库开发工程师-地图慧,北京超图软件股份有限公司,上市公司,1.5-2万/月,成都-双流区,5,2021-09-26 16:00:01,五险一金 补充医疗保险 股票期权 交通补贴 通讯补贴 专业培训,3-4年经验,本科,计算机软件
大数据工程师 (MJ005193),神州数码系统集成服务有限公司西安分公司,上市公司,1.2-2万/月,成都,6,2021-09-22 09:17:40,周末双休 五险一金 节日福利 专业培训 补充医疗保险 年终奖金 定期体检,5-7年经验,本科,计算机软件
气象工程师,成都润联科技开发有限公司,民营公司,1-1.5万/月,成都-武侯区,4,2021-09-14 17:20:34,,2年经验,本科,计算机软件
云基础设施架构师,杭州紫光通信技术股份有限公司,上市公司,0.8-1.5万/月,杭州,6,2021-09-13 10:00:01,五险一金 年终奖金 周末双休 节假日福利 包住,5-7年经验,大专,通信/电信/网络设备
数据开发工程师,成都数之联科技有限公司,民营公司,1.5-2万/月,成都-高新区,5,2021-09-07 15:19:41,五险一金 员工旅游 交通补贴 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作 专业培训,3-4年经验,本科,计算机软件
报表开发工程师,成都市九阵科技有限公司,民营公司,0.8-1万/月,成都-高新区,5,2021-09-07 11:09:24,五险一金 餐饮补贴 通讯补贴 股票期权 定期体检 电脑补贴 周末双休,3-4年经验,大专,计算机软件
数据开发工程师/数据分析师,四川圣桦集团有限公司,民营公司,0.8-1.2万/月,成都-高新区,5,2021-08-27 19:08:45,五险一金 通讯补贴 绩效奖金 定期体检 专业培训 福利补贴 餐饮补贴 交通补贴 年终奖金 员工旅游,3-4年经验,大专,多元化业务集团公司
舆情分析师（某政府单位驻点）,四川德强科技有限公司,民营公司,4.5-6千/月,成都-高新区,5,2021-10-26 08:51:12,年终奖金 六险一金 专业培训 定期体检 员工旅游 股票期权 补充医疗保险,3-4年经验,本科,通信/电信运营、增值服务
大数据支持/全房源系统/综合服务管家,四川链家房地产经纪有限公司,民营公司,0.8-1万/月,成都-新都区,4,2021-10-26 11:38:26,五险一金 弹性工作 定期体检 员工旅游 专业培训,2年经验,本科,房地产
大数据解决方案经理（人工智能方向）,联通（四川）产业互联网有限公司,国企,20-30万/年,成都-天府新区,4,2021-10-26 11:22:42,五险一金 补充医疗保险 交通补贴 通讯补贴 定期体检 餐饮补贴 绩效奖金 年终奖金,2年经验,本科,计算机服务(系统、数据服务、维修)
上市平台：大数据营销QL销售运营/月入过万/在线获客,四川成都贝壳闹海房地产经纪有限公司,民营公司,0.6-1.2万/月,成都-郫都区,3,2021-10-26 11:05:16,五险一金 节日福利 专业培训 上六休一 绩效奖金,1年经验,大专,房地产
数据库工程师,成都龙象科技股份有限公司,民营公司,1-1.5万/月,成都-高新区,3,2021-10-26 10:32:07,五险一金 员工旅游 交通补贴 通讯补贴 绩效奖金 年终奖金 定期体检,1年经验,大专,计算机软件
大数据产品经理,四川千行你我科技股份有限公司,民营公司,1-1.4万/月,成都-高新区,5,2021-10-26 10:26:33,五险一金 餐饮补贴 通讯补贴 年终奖金 绩效奖金,3-4年经验,本科,互联网/电子商务
商业数据分析,成都零牛科技有限公司,外资（非欧美）,6-8千/月,成都-高新区,10,2021-10-26 10:16:27,,无需经验,大专,计算机软件
商业数据分析,成都零牛科技有限公司,民营公司,6-8千/月,成都-武侯区,10,2021-10-26 10:02:27,,无需经验,大专,计算机软件
未来可期/贝壳找房/大数据销售/底薪5500M,四川链家房地产经纪有限公司,民营公司,6-8千/月,成都-青羊区,10,2021-10-26 09:43:08,五险一金 弹性工作 带薪年假 节日福利 专业培训 文体活动 大牛带队 学历提升 国外旅游 免费体检,无需经验,本科,房地产
大数据项目经理,四川易利数字城市科技有限公司,民营公司,1.5-2万/月,成都-武侯区,6,2021-10-26 09:41:24,,5-7年经验,大专,计算机软件
解决方案经理（大数据方向）,三盟科技股份有限公司,上市公司,0.8-1.5万/月,成都,5,2021-10-26 09:19:49,五险一金 周末双休 带薪年假 绩效奖金 节日福利 专业培训,3-4年经验,本科,计算机软件
大数据技术经理（C-XN01）,健新科技,民营公司,2.5-3.5万/月,成都-武侯区,6,2021-10-26 08:48:22,五险一金 员工旅游 餐饮补贴 年终奖金 定期体检 周末双休,5-7年经验,本科,计算机软件
大数据解决方案经理（售前）,亚信科技OBC,民营公司,1.5-2万/月,成都-高新区,6,2021-10-26 07:00:31,五险一金 补充医疗保险 补充公积金 年终奖金 年底双薪 通讯补贴 股票期权 定期体检 绩效奖金,5-7年经验,本科,计算机软件
大数据产品经理—总部直招,联联永欣科技（成都）有限公司,民营公司,1.5-2.5万/月,成都-武侯区,5,2021-10-25 17:36:41,绩效奖金 专业培训 平台发展 员工旅游 五险,3-4年经验,大专,生活服务
数据分析师(成都）,北京中海华晟信息技术有限公司西安分公司,民营公司,5-8千/月,成都-武侯区,3,2021-10-25 15:51:35,五险一金 员工旅游 交通补贴 年终奖金 绩效奖金 通讯补贴 餐饮补贴 弹性工作 定期体检 出国机会,1年经验,本科,通信/电信运营、增值服务
大数据员，每月8000,广东玄业人力资源管理有限公司,民营公司,6-8千/月,成都-金牛区,10,2021-10-25 15:36:06,,无需经验,大专,快速消费品(食品、饮料、化妆品)
大数据测试工程师,亿达信息技术有限公司成都分公司,民营公司,0.8-1万/月,成都,4,2021-10-25 12:34:13,五险一金 免费班车 员工旅游 餐饮补贴 年终奖金 弹性工作 定期体检,2年经验,大专,计算机软件
信息化咨询设计师（集成、网络、大数据、软件）,重庆信科设计有限公司,国企,8-10万/年,成都-高新区,3,2021-10-25 11:21:34,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检,1年经验,本科,通信/电信/网络设备
商业分析师,成都环宇知了科技有限公司,民营公司,0.8-1.2万/月,成都-高新区,3,2021-10-25 09:14:35,五险一金 补充医疗保险 员工旅游 年终奖金 专业培训 股票期权,1年经验,本科,教育/培训/院校
大数据运营专员（五粮液新零售）,上海外服（四川）人力资源服务有限公司,国企,0.8-1.2万/月,成都-高新区,3,2021-10-22 10:16:42,餐饮补贴 节日福利 生日福利 朝九晚五双休 五险一金 绩效奖金 年终奖金 交通补贴,1年经验,本科,专业服务(咨询、人力资源、财会)
高校专职教师（大数据）,上海世纪鼎利教育科技有限公司,民营公司,0.8-1万/月,成都-锦江区,3,2021-10-21 16:22:48,,1年经验,本科,教育/培训/院校
软件实施组长（大数据方向）,中通服创立信息科技有限责任公司,国企,1-1.5万/月,成都-高新区,5,2021-10-21 14:36:48,五险一金 补充医疗保险 交通补贴 餐饮补贴 通讯补贴 专业培训 绩效奖金 年终奖金 定期体检 电脑补助,3-4年经验,本科,计算机软件
